sale_id,sale_date,product_id,store_id,quantity,payment_method
64,2023-01-01,13,22,1,Cash
65,2023-01-01,145,14,1,Online
66,2023-01-01,54,38,1,Cash
67,2023-01-01,85,50,1,Online
68,2023-01-01,1,18,1,Cash
69,2023-01-01,139,17,1,Cash
70,2023-01-01,170,2,1,Cash
71,2023-01-02,61,38,2,Cash
72,2023-01-02,45,17,1,Cash
73,2023-01-02,190,27,3,Cash
74,2023-01-02,191,5,2,Card
75,2023-01-02,200,24,3,Online
76,2023-01-02,28,29,3,Cash
77,2023-01-02,158,3,3,Online
78,2023-01-02,134,20,2,Online
79,2023-01-02,8,4,2,Card
80,2023-01-02,110,44,1,Card
81,2023-01-02,183,29,1,Cash
82,2023-01-02,83,39,1,Cash
83,2023-01-02,33,18,3,Online
84,2023-01-02,150,36,3,Card
85,2023-01-02,98,39,3,Card
86,2023-01-02,117,33,3,Card
87,2023-01-02,26,45,1,Online
88,2023-01-02,167,50,3,Online
89,2023-01-02,56,28,2,Cash
90,2023-01-02,106,22,2,Card
91,2023-01-02,107,47,1,Card
92,2023-01-02,110,21,3,Card
93,2023-01-02,96,10,3,Card
94,2023-01-02,18,6,1,Cash
95,2023-01-02,111,7,3,Online
96,2023-01-02,96,9,3,Cash
97,2023-01-02,151,36,3,Card
98,2023-01-02,172,8,2,Card
99,2023-01-02,171,49,2,Online
100,2023-01-02,14,19,3,Card
101,2023-01-02,91,7,3,Online
102,2023-01-02,55,10,3,Card
103,2023-01-02,58,7,2,Online
104,2023-01-02,95,8,2,Online
105,2023-01-02,58,28,3,Online
106,2023-01-02,158,44,3,Online
107,2023-01-02,7,39,3,Online
108,2023-01-02,69,2,1,Card
109,2023-01-02,180,49,2,Card
110,2023-01-02,90,1,1,Cash
111,2023-01-02,145,43,2,Cash
112,2023-01-02,37,48,3,Cash
113,2023-01-02,24,48,3,Cash
114,2023-01-02,97,27,2,Card
115,2023-01-02,41,24,2,Online
116,2023-01-02,84,50,3,Online
117,2023-01-02,22,4,1,Cash
118,2023-01-02,194,40,1,Online
119,2023-01-02,21,18,2,Online
120,2023-01-02,109,32,3,Card
121,2023-01-02,107,18,1,Online
122,2023-01-02,30,23,2,Cash
123,2023-01-02,73,44,3,Online
124,2023-01-02,125,34,3,Card
125,2023-01-02,12,15,2,Online
126,2023-01-02,15,1,1,Card
127,2023-01-02,55,50,1,Card
128,2023-01-02,75,21,1,Cash
129,2023-01-02,128,48,2,Cash
130,2023-01-02,34,25,3,Online
131,2023-01-02,59,33,3,Online
132,2023-01-02,91,5,2,Online
133,2023-01-02,11,28,1,Card
134,2023-01-02,20,21,3,Card
135,2023-01-02,147,26,3,Online
136,2023-01-02,107,19,1,Card
137,2023-01-02,6,21,1,Online
138,2023-01-02,118,45,2,Cash
139,2023-01-02,112,7,1,Card
140,2023-01-02,151,26,3,Cash
141,2023-01-02,102,20,3,Card
142,2023-01-02,57,22,1,Cash
143,2023-01-02,131,41,1,Online
144,2023-01-02,131,13,2,Card
145,2023-01-02,187,42,1,Cash
146,2023-01-02,27,10,2,Cash
147,2023-01-02,45,39,1,Online
148,2023-01-02,20,12,3,Card
149,2023-01-02,119,49,3,Online
150,2023-01-02,115,44,3,Online
151,2023-01-02,163,40,2,Online
152,2023-01-02,81,10,2,Cash
153,2023-01-02,121,29,3,Card
154,2023-01-02,71,38,1,Card
155,2023-01-02,130,5,2,Card
156,2023-01-02,116,3,1,Card
157,2023-01-02,74,5,3,Cash
158,2023-01-02,158,39,3,Card
159,2023-01-02,119,38,3,Online
160,2023-01-02,11,29,3,Online
161,2023-01-02,49,21,3,Card
162,2023-01-02,129,10,1,Card
163,2023-01-02,27,22,3,Cash
164,2023-01-02,130,42,1,Cash
165,2023-01-02,64,46,2,Card
166,2023-01-02,135,34,3,Cash
167,2023-01-02,94,24,2,Card
168,2023-01-02,105,50,2,Online
169,2023-01-02,154,4,3,Online
170,2023-01-02,86,5,2,Cash
171,2023-01-02,143,44,2,Card
172,2023-01-02,65,47,3,Online
173,2023-01-02,39,22,1,Online
174,2023-01-02,170,10,2,Card
175,2023-01-02,168,45,3,Card
176,2023-01-02,34,39,3,Cash
177,2023-01-02,80,36,2,Online
178,2023-01-02,85,9,3,Online
179,2023-01-02,190,44,3,Cash
180,2023-01-02,166,43,2,Online
181,2023-01-02,93,2,2,Card
182,2023-01-02,47,14,2,Card
183,2023-01-02,50,15,1,Cash
184,2023-01-02,20,19,1,Online
185,2023-01-02,198,35,3,Online
186,2023-01-02,10,43,2,Online
187,2023-01-02,34,39,2,Cash
188,2023-01-02,42,12,3,Online
189,2023-01-02,43,47,2,Cash
190,2023-01-02,106,24,3,Online
191,2023-01-02,61,29,3,Card
192,2023-01-02,193,48,2,Cash
193,2023-01-02,137,16,2,Card
194,2023-01-02,50,24,3,Online
195,2023-01-02,113,30,2,Card
196,2023-01-02,129,34,2,Cash
197,2023-01-02,52,39,1,Card
198,2023-01-02,14,42,2,Card
199,2023-01-02,142,7,3,Online
200,2023-01-02,32,19,1,Cash
201,2023-01-02,70,29,3,Cash
202,2023-01-02,112,6,1,Card
203,2023-01-02,90,2,2,Cash
204,2023-01-02,102,33,2,Cash
205,2023-01-02,99,6,2,Cash
206,2023-01-02,8,21,1,Online
207,2023-01-02,167,22,1,Cash
208,2023-01-02,10,19,2,Online
209,2023-01-02,36,49,3,Card
210,2023-01-02,115,40,1,Cash
211,2023-01-02,5,17,1,Cash
212,2023-01-03,187,39,3,Card
213,2023-01-03,29,50,2,Cash
214,2023-01-03,78,8,1,Cash
215,2023-01-03,108,41,3,Card
216,2023-01-03,17,8,2,Online
217,2023-01-03,138,2,3,Online
218,2023-01-03,148,16,3,Cash
219,2023-01-03,75,28,1,Online
220,2023-01-03,91,16,3,Card
221,2023-01-03,48,43,3,Cash
222,2023-01-03,135,24,1,Online
223,2023-01-03,140,33,3,Online
224,2023-01-03,6,25,2,Cash
225,2023-01-03,163,25,2,Card
226,2023-01-03,192,2,2,Cash
227,2023-01-03,89,16,3,Online
228,2023-01-03,161,7,3,Online
229,2023-01-03,194,22,1,Cash
230,2023-01-03,91,35,2,Online
231,2023-01-03,45,50,3,Card
232,2023-01-03,179,31,3,Cash
233,2023-01-03,35,5,3,Card
234,2023-01-03,10,19,1,Cash
235,2023-01-03,52,3,2,Card
236,2023-01-03,132,26,3,Card
237,2023-01-03,65,3,3,Cash
238,2023-01-03,74,23,1,Online
239,2023-01-03,85,18,1,Card
240,2023-01-03,112,26,3,Card
241,2023-01-03,99,22,1,Card
242,2023-01-03,178,32,2,Online
243,2023-01-03,69,6,3,Card
244,2023-01-03,21,28,3,Cash
245,2023-01-03,140,19,2,Cash
246,2023-01-03,21,21,3,Card
247,2023-01-03,79,29,3,Online
248,2023-01-03,110,11,3,Card
249,2023-01-03,90,29,1,Online
250,2023-01-03,91,40,2,Card
251,2023-01-03,164,4,1,Online
252,2023-01-03,164,26,2,Online
253,2023-01-03,192,44,1,Cash
254,2023-01-03,37,39,3,Card
255,2023-01-03,9,9,1,Cash
256,2023-01-03,200,42,2,Card
257,2023-01-03,99,37,1,Online
258,2023-01-03,40,44,2,Card
259,2023-01-03,96,29,1,Online
260,2023-01-03,36,34,2,Card
261,2023-01-03,81,42,2,Cash
262,2023-01-03,30,2,3,Cash
263,2023-01-03,128,34,2,Online
264,2023-01-03,31,17,2,Online
265,2023-01-03,115,14,3,Card
266,2023-01-03,178,32,1,Cash
267,2023-01-03,35,5,2,Cash
268,2023-01-03,183,29,1,Online
269,2023-01-03,82,43,2,Online
270,2023-01-03,17,36,3,Card
271,2023-01-03,77,11,3,Online
272,2023-01-03,180,41,1,Card
273,2023-01-03,131,15,1,Cash
274,2023-01-03,36,16,2,Cash
275,2023-01-03,93,36,3,Card
276,2023-01-03,120,36,1,Online
277,2023-01-03,23,5,2,Card
278,2023-01-03,184,47,2,Online
279,2023-01-03,106,50,2,Online
280,2023-01-03,19,9,2,Online
281,2023-01-03,19,29,2,Online
282,2023-01-03,133,23,1,Online
283,2023-01-03,164,38,1,Cash
284,2023-01-03,111,33,1,Cash
285,2023-01-03,133,10,2,Cash
286,2023-01-03,42,21,3,Cash
287,2023-01-03,89,34,2,Cash
288,2023-01-03,65,13,3,Online
289,2023-01-03,71,9,3,Card
290,2023-01-03,158,35,1,Online
291,2023-01-03,165,11,3,Online
292,2023-01-03,40,11,3,Online
293,2023-01-03,185,39,2,Online
294,2023-01-03,11,2,1,Cash
295,2023-01-03,165,50,3,Card
296,2023-01-03,167,14,3,Card
297,2023-01-03,159,41,1,Card
298,2023-01-03,161,35,2,Online
299,2023-01-03,78,31,1,Online
300,2023-01-03,104,20,2,Cash
301,2023-01-03,177,4,1,Card
302,2023-01-03,107,31,2,Cash
303,2023-01-03,88,39,1,Card
304,2023-01-03,184,21,3,Card
305,2023-01-03,103,9,2,Online
306,2023-01-03,144,7,2,Cash
307,2023-01-03,120,8,2,Card
308,2023-01-03,64,10,1,Cash
309,2023-01-03,75,25,3,Card
310,2023-01-03,64,11,2,Online
311,2023-01-03,185,21,1,Cash
312,2023-01-03,128,33,2,Card
313,2023-01-03,79,32,1,Cash
314,2023-01-03,101,33,2,Cash
315,2023-01-03,56,38,2,Cash
316,2023-01-03,13,19,2,Online
317,2023-01-03,168,44,2,Card
318,2023-01-03,138,1,1,Card
319,2023-01-03,35,17,3,Card
320,2023-01-03,196,26,2,Cash
321,2023-01-03,103,4,3,Online
322,2023-01-03,50,24,3,Card
323,2023-01-03,19,25,3,Card
324,2023-01-03,196,36,2,Online
325,2023-01-03,175,40,1,Cash
326,2023-01-03,25,26,2,Card
327,2023-01-03,143,24,1,Cash
328,2023-01-03,155,33,2,Online
329,2023-01-03,11,3,1,Cash
330,2023-01-03,183,22,2,Online
331,2023-01-03,117,10,3,Online
332,2023-01-03,36,21,3,Card
333,2023-01-03,42,26,3,Online
334,2023-01-03,77,38,2,Online
335,2023-01-03,131,35,2,Online
336,2023-01-03,145,20,2,Cash
337,2023-01-03,95,22,3,Cash
338,2023-01-03,107,38,2,Online
339,2023-01-03,177,41,1,Online
340,2023-01-03,122,17,3,Online
341,2023-01-03,148,15,3,Cash
342,2023-01-03,150,31,1,Online
343,2023-01-03,162,47,3,Card
344,2023-01-03,38,44,1,Cash
345,2023-01-03,147,45,1,Cash
346,2023-01-03,5,29,2,Card
347,2023-01-03,39,27,3,Cash
348,2023-01-03,106,33,3,Card
349,2023-01-03,189,47,1,Online
350,2023-01-03,36,34,1,Online
351,2023-01-03,84,43,2,Online
352,2023-01-03,97,21,1,Card
353,2023-01-03,137,22,3,Card
354,2023-01-03,174,50,3,Online
355,2023-01-03,165,45,2,Online
356,2023-01-03,124,13,1,Card
357,2023-01-03,143,20,1,Card
358,2023-01-03,198,19,3,Cash
359,2023-01-03,177,46,2,Card
360,2023-01-03,123,23,3,Online
361,2023-01-03,71,19,1,Online
362,2023-01-03,174,35,2,Card
363,2023-01-03,89,50,1,Card
364,2023-01-03,11,19,3,Cash
365,2023-01-03,89,29,3,Card
366,2023-01-03,192,31,1,Cash
367,2023-01-03,138,18,3,Online
368,2023-01-03,70,9,1,Online
369,2023-01-03,190,38,1,Cash
370,2023-01-03,13,43,3,Cash
371,2023-01-03,164,15,1,Cash
372,2023-01-03,106,22,3,Card
373,2023-01-03,26,44,1,Cash
374,2023-01-03,141,11,2,Online
375,2023-01-03,122,31,3,Cash
376,2023-01-03,194,19,2,Card
377,2023-01-03,166,4,1,Online
378,2023-01-03,147,15,3,Online
379,2023-01-03,186,3,1,Card
380,2023-01-03,46,3,2,Card
381,2023-01-03,48,48,2,Cash
382,2023-01-03,3,20,3,Online
383,2023-01-03,28,22,2,Card
384,2023-01-03,165,35,3,Card
385,2023-01-03,35,33,2,Card
386,2023-01-03,50,8,2,Cash
387,2023-01-03,188,30,3,Card
388,2023-01-03,184,12,1,Online
389,2023-01-03,87,19,3,Online
390,2023-01-03,194,13,1,Online
391,2023-01-03,164,26,2,Online
392,2023-01-03,84,6,2,Online
393,2023-01-03,25,12,1,Card
394,2023-01-03,83,16,1,Card
395,2023-01-03,99,16,2,Card
396,2023-01-03,85,20,3,Online
397,2023-01-03,147,1,2,Online
398,2023-01-03,93,45,1,Cash
399,2023-01-03,171,8,2,Card
400,2023-01-03,41,26,3,Online
401,2023-01-03,181,50,2,Online
402,2023-01-04,164,19,2,Online
403,2023-01-04,57,15,1,Card
404,2023-01-04,40,30,3,Online
405,2023-01-04,96,27,3,Online
406,2023-01-04,121,49,3,Online
407,2023-01-04,56,49,1,Online
408,2023-01-04,194,39,1,Online
409,2023-01-04,115,34,3,Card
410,2023-01-04,20,37,1,Cash
411,2023-01-04,141,33,1,Online
412,2023-01-04,138,10,1,Card
413,2023-01-04,134,29,1,Online
414,2023-01-04,53,46,3,Card
415,2023-01-04,24,33,2,Cash
416,2023-01-04,117,9,3,Card
417,2023-01-04,117,37,1,Online
418,2023-01-04,119,44,2,Online
419,2023-01-04,6,26,2,Cash
420,2023-01-04,191,14,3,Cash
421,2023-01-04,12,28,2,Online
422,2023-01-04,17,35,1,Cash
423,2023-01-04,121,3,2,Card
424,2023-01-04,47,50,1,Online
425,2023-01-04,187,42,2,Card
426,2023-01-04,98,29,2,Card
427,2023-01-04,21,44,3,Online
428,2023-01-04,35,42,2,Cash
429,2023-01-04,46,35,2,Online
430,2023-01-04,33,47,1,Cash
431,2023-01-04,194,2,2,Card
432,2023-01-04,173,47,3,Card
433,2023-01-04,137,25,1,Cash
434,2023-01-04,118,23,1,Card
435,2023-01-04,49,47,1,Cash
436,2023-01-04,170,27,3,Cash
437,2023-01-04,62,14,1,Cash
438,2023-01-04,153,3,2,Online
439,2023-01-04,173,46,1,Cash
440,2023-01-04,190,3,2,Card
441,2023-01-04,60,35,1,Cash
442,2023-01-04,36,33,2,Cash
443,2023-01-04,188,37,2,Online
444,2023-01-04,154,50,3,Card
445,2023-01-04,61,20,1,Online
446,2023-01-04,134,15,2,Card
447,2023-01-04,71,4,3,Online
448,2023-01-04,189,12,3,Online
449,2023-01-04,110,36,2,Cash
450,2023-01-04,89,42,3,Card
451,2023-01-04,135,21,3,Card
452,2023-01-04,105,10,2,Card
453,2023-01-04,48,49,3,Card
454,2023-01-04,62,15,2,Online
455,2023-01-04,37,30,1,Online
456,2023-01-04,106,27,3,Online
457,2023-01-04,35,25,1,Card
458,2023-01-04,53,22,3,Cash
459,2023-01-04,116,24,1,Online
460,2023-01-04,186,13,1,Card
461,2023-01-04,97,44,3,Online
462,2023-01-04,11,5,1,Online
463,2023-01-04,186,43,3,Cash
464,2023-01-04,123,14,2,Card
465,2023-01-04,4,14,1,Online
466,2023-01-04,31,48,2,Cash
467,2023-01-04,179,39,3,Cash
468,2023-01-04,102,16,3,Card
469,2023-01-04,199,19,2,Card
470,2023-01-04,137,42,2,Card
471,2023-01-04,67,24,3,Card
472,2023-01-04,120,7,3,Card
473,2023-01-04,195,21,1,Card
474,2023-01-04,81,27,1,Online
475,2023-01-04,57,48,1,Cash
476,2023-01-04,67,36,3,Online
477,2023-01-04,185,27,2,Cash
478,2023-01-04,51,22,1,Card
479,2023-01-04,146,16,2,Online
480,2023-01-04,168,44,2,Card
481,2023-01-04,196,32,3,Online
482,2023-01-05,118,11,3,Card
483,2023-01-05,44,9,3,Online
484,2023-01-05,126,12,3,Online
485,2023-01-05,16,34,1,Cash
486,2023-01-05,172,4,1,Card
487,2023-01-05,36,41,1,Cash
488,2023-01-05,182,10,1,Cash
489,2023-01-05,130,30,2,Cash
490,2023-01-05,159,41,3,Online
491,2023-01-05,124,43,2,Cash
492,2023-01-05,2,35,3,Card
493,2023-01-05,4,2,3,Online
494,2023-01-05,71,35,2,Cash
495,2023-01-05,129,45,3,Card
496,2023-01-05,46,7,1,Online
497,2023-01-05,39,16,1,Online
498,2023-01-05,135,17,2,Card
499,2023-01-05,102,6,2,Card
500,2023-01-05,118,37,1,Online
501,2023-01-05,58,20,3,Cash
502,2023-01-05,168,42,1,Cash
503,2023-01-05,104,25,2,Online
504,2023-01-05,122,4,3,Cash
505,2023-01-05,180,11,1,Card
506,2023-01-05,112,42,2,Online
507,2023-01-05,25,34,1,Cash
508,2023-01-05,55,45,3,Card
509,2023-01-05,70,3,1,Online
510,2023-01-05,72,35,3,Online
511,2023-01-05,9,12,2,Cash
512,2023-01-05,54,38,1,Online
513,2023-01-05,102,5,2,Cash
514,2023-01-05,145,16,3,Card
515,2023-01-05,174,35,2,Card
516,2023-01-05,194,48,1,Online
517,2023-01-05,186,6,3,Online
518,2023-01-05,89,4,1,Card
519,2023-01-05,60,5,2,Online
520,2023-01-05,197,40,3,Card
521,2023-01-05,199,21,1,Online
522,2023-01-05,70,29,2,Cash
523,2023-01-05,92,36,2,Card
524,2023-01-05,48,44,3,Online
525,2023-01-05,98,6,3,Card
526,2023-01-05,64,46,1,Cash
527,2023-01-05,69,10,2,Online
528,2023-01-05,163,10,3,Card
529,2023-01-05,82,24,1,Cash
530,2023-01-05,2,20,2,Card
531,2023-01-05,195,18,1,Cash
532,2023-01-05,23,12,2,Card
533,2023-01-05,143,36,3,Card
534,2023-01-05,27,2,1,Card
535,2023-01-05,142,6,3,Online
536,2023-01-05,84,25,1,Card
537,2023-01-05,106,25,1,Online
538,2023-01-05,144,16,3,Online
539,2023-01-05,44,44,2,Cash
540,2023-01-05,36,18,2,Card
541,2023-01-05,127,10,1,Cash
542,2023-01-05,112,18,2,Card
543,2023-01-05,124,5,2,Card
544,2023-01-05,64,47,3,Card
545,2023-01-05,153,40,1,Card
546,2023-01-05,28,9,2,Cash
547,2023-01-05,102,22,3,Card
548,2023-01-05,85,29,2,Card
549,2023-01-05,167,39,1,Card
550,2023-01-05,83,39,3,Cash
551,2023-01-05,123,21,1,Card
552,2023-01-05,82,19,3,Online
553,2023-01-05,163,32,3,Cash
554,2023-01-05,84,25,2,Card
555,2023-01-05,94,8,3,Cash
556,2023-01-05,152,35,1,Online
557,2023-01-05,197,36,1,Online
558,2023-01-05,119,46,1,Card
559,2023-01-05,75,45,1,Card
560,2023-01-05,173,32,1,Online
561,2023-01-05,78,16,2,Online
562,2023-01-05,40,46,2,Card
563,2023-01-05,19,29,3,Card
564,2023-01-05,150,26,3,Online
565,2023-01-05,178,27,3,Cash
566,2023-01-05,93,45,3,Online
567,2023-01-05,164,6,1,Cash
568,2023-01-05,169,43,2,Cash
569,2023-01-05,166,40,1,Online
570,2023-01-05,166,44,3,Card
571,2023-01-05,193,22,2,Cash
572,2023-01-05,3,7,2,Cash
573,2023-01-05,131,48,3,Online
574,2023-01-05,149,45,3,Cash
575,2023-01-05,115,24,2,Card
576,2023-01-05,198,44,3,Online
577,2023-01-05,129,10,2,Cash
578,2023-01-05,124,7,2,Card
579,2023-01-05,22,8,3,Cash
580,2023-01-05,90,20,2,Card
581,2023-01-05,53,34,2,Card
582,2023-01-05,122,7,2,Online
583,2023-01-05,179,29,2,Cash
584,2023-01-05,77,3,3,Cash
585,2023-01-05,6,22,3,Cash
586,2023-01-05,174,11,3,Cash
587,2023-01-05,133,12,3,Cash
588,2023-01-05,85,36,2,Card
589,2023-01-05,60,26,3,Cash
590,2023-01-05,48,41,3,Card
591,2023-01-05,102,2,3,Online
592,2023-01-05,51,29,3,Card
593,2023-01-05,100,1,3,Cash
594,2023-01-05,53,18,3,Cash
595,2023-01-05,148,7,3,Cash
596,2023-01-05,94,21,1,Card
597,2023-01-05,30,17,3,Card
598,2023-01-05,136,41,2,Online
599,2023-01-05,100,40,2,Online
600,2023-01-05,30,23,2,Card
601,2023-01-05,159,12,3,Online
602,2023-01-05,77,40,3,Cash
603,2023-01-05,173,9,2,Cash
604,2023-01-05,62,20,1,Cash
605,2023-01-05,96,45,1,Online
606,2023-01-05,100,27,3,Cash
607,2023-01-05,148,25,2,Cash
608,2023-01-05,125,41,3,Online
609,2023-01-05,166,12,3,Cash
610,2023-01-05,126,19,1,Cash
611,2023-01-05,81,29,3,Cash
612,2023-01-05,92,1,2,Cash
613,2023-01-05,50,25,3,Online
614,2023-01-05,168,32,2,Online
615,2023-01-05,126,27,3,Card
616,2023-01-05,126,11,1,Online
617,2023-01-05,8,49,1,Card
618,2023-01-05,9,18,1,Online
619,2023-01-05,74,11,2,Online
620,2023-01-05,191,50,2,Online
621,2023-01-05,131,8,3,Cash
622,2023-01-05,69,50,3,Card
623,2023-01-05,139,49,1,Online
624,2023-01-05,113,35,1,Card
625,2023-01-05,27,48,3,Cash
626,2023-01-05,77,3,2,Card
627,2023-01-05,90,6,2,Cash
628,2023-01-05,199,16,1,Online
629,2023-01-05,151,45,2,Online
630,2023-01-05,157,41,2,Cash
631,2023-01-05,158,9,1,Cash
632,2023-01-05,16,37,2,Online
633,2023-01-05,72,39,3,Cash
634,2023-01-05,83,46,2,Card
635,2023-01-05,147,18,3,Online
636,2023-01-05,25,9,2,Cash
637,2023-01-05,71,42,1,Online
638,2023-01-05,34,16,1,Online
639,2023-01-05,83,16,3,Card
640,2023-01-05,126,10,3,Online
641,2023-01-05,69,41,2,Card
642,2023-01-05,116,5,3,Cash
643,2023-01-05,104,33,3,Card
644,2023-01-05,178,24,2,Card
645,2023-01-05,84,38,1,Online
646,2023-01-05,24,47,2,Online
647,2023-01-05,171,45,2,Cash
648,2023-01-05,137,26,1,Card
649,2023-01-05,55,32,2,Card
650,2023-01-05,73,22,3,Online
651,2023-01-05,34,37,2,Card
652,2023-01-05,175,49,1,Cash
653,2023-01-05,26,41,2,Cash
654,2023-01-05,32,11,2,Card
655,2023-01-05,1,28,1,Online
656,2023-01-05,34,42,2,Cash
657,2023-01-06,24,42,2,Card
658,2023-01-06,22,24,3,Online
659,2023-01-06,43,4,2,Online
660,2023-01-06,79,47,3,Cash
661,2023-01-06,110,42,1,Online
662,2023-01-06,25,1,1,Card
663,2023-01-06,20,9,3,Cash
664,2023-01-06,133,44,2,Cash
665,2023-01-06,3,45,2,Cash
666,2023-01-06,109,45,1,Card
667,2023-01-06,19,15,2,Cash
668,2023-01-06,188,7,1,Card
669,2023-01-06,95,20,1,Card
670,2023-01-06,199,49,1,Online
671,2023-01-06,174,10,1,Online
672,2023-01-06,145,1,3,Online
673,2023-01-06,43,29,2,Online
674,2023-01-06,55,41,3,Cash
675,2023-01-06,106,40,3,Card
676,2023-01-06,56,6,1,Cash
677,2023-01-06,193,8,3,Online
678,2023-01-06,99,23,2,Card
679,2023-01-06,36,16,2,Online
680,2023-01-06,22,16,3,Online
681,2023-01-06,154,47,3,Card
682,2023-01-06,200,45,1,Online
683,2023-01-06,78,14,3,Online
684,2023-01-06,131,13,3,Card
685,2023-01-06,76,42,1,Cash
686,2023-01-06,127,25,1,Cash
687,2023-01-06,128,41,3,Cash
688,2023-01-06,136,1,2,Card
689,2023-01-06,34,25,3,Card
690,2023-01-06,94,35,3,Cash
691,2023-01-06,196,31,1,Cash
692,2023-01-06,151,5,1,Card
693,2023-01-06,56,3,1,Card
694,2023-01-06,130,19,3,Online
695,2023-01-06,129,50,2,Card
696,2023-01-06,180,26,1,Online
697,2023-01-06,138,35,3,Cash
698,2023-01-06,72,6,2,Cash
699,2023-01-06,131,14,1,Online
700,2023-01-06,84,26,3,Online
701,2023-01-06,196,42,3,Online
702,2023-01-06,17,20,3,Card
703,2023-01-06,187,16,1,Cash
704,2023-01-06,23,28,1,Card
705,2023-01-06,157,39,1,Card
706,2023-01-06,171,48,3,Online
707,2023-01-06,45,8,1,Online
708,2023-01-06,36,45,1,Cash
709,2023-01-06,128,23,3,Online
710,2023-01-06,185,17,1,Card
711,2023-01-06,33,48,2,Online
712,2023-01-06,31,50,1,Card
713,2023-01-06,110,18,3,Cash
714,2023-01-06,68,46,3,Online
715,2023-01-06,20,32,2,Online
716,2023-01-06,93,4,2,Online
717,2023-01-06,43,24,1,Card
718,2023-01-06,198,7,3,Online
719,2023-01-06,186,8,1,Online
720,2023-01-06,131,1,1,Cash
721,2023-01-06,63,3,2,Card
722,2023-01-06,99,10,1,Cash
723,2023-01-06,142,46,3,Online
724,2023-01-06,108,15,2,Cash
725,2023-01-06,107,47,2,Card
726,2023-01-06,20,37,2,Cash
727,2023-01-06,129,44,1,Cash
728,2023-01-06,58,34,1,Card
729,2023-01-06,18,30,2,Card
730,2023-01-06,84,6,3,Card
731,2023-01-06,3,24,1,Card
732,2023-01-06,145,20,3,Online
733,2023-01-06,63,30,2,Online
734,2023-01-06,127,50,1,Online
735,2023-01-06,140,49,1,Cash
736,2023-01-06,2,27,1,Cash
737,2023-01-06,139,23,3,Online
738,2023-01-06,3,22,1,Online
739,2023-01-06,97,48,3,Card
740,2023-01-06,27,14,3,Cash
741,2023-01-06,108,32,1,Cash
742,2023-01-06,183,18,1,Cash
743,2023-01-06,60,34,2,Online
744,2023-01-06,96,30,3,Cash
745,2023-01-06,149,7,3,Cash
746,2023-01-06,164,26,1,Online
747,2023-01-06,146,4,2,Online
748,2023-01-06,34,16,2,Card
749,2023-01-06,81,26,3,Online
750,2023-01-06,84,21,2,Card
751,2023-01-06,60,5,1,Cash
752,2023-01-06,200,50,3,Cash
753,2023-01-06,40,7,1,Card
754,2023-01-06,120,21,2,Cash
755,2023-01-06,138,23,1,Card
756,2023-01-06,79,30,2,Cash
757,2023-01-06,24,11,3,Card
758,2023-01-06,181,45,3,Cash
759,2023-01-06,56,21,1,Cash
760,2023-01-06,183,16,2,Card
761,2023-01-06,132,4,3,Card
